time,symbol,open,high,low,close,volume
2024-09-13,POL/USDT,0.3794,1.0,0.378,0.4108,119140682.9
2024-09-14,POL/USDT,0.4108,0.424,0.398,0.4058,57337773.0
2024-09-15,POL/USDT,0.4058,0.4083,0.3866,0.3887,46899265.9
2024-09-16,POL/USDT,0.3888,0.3925,0.3723,0.3759,50492523.2
2024-09-17,POL/USDT,0.3759,0.3907,0.3738,0.3816,42013067.4
2024-09-18,POL/USDT,0.3816,0.3902,0.3722,0.3902,36262880.5
2024-09-19,POL/USDT,0.3901,0.4021,0.3887,0.3991,47960327.1
2024-09-20,POL/USDT,0.3991,0.4099,0.3932,0.4014,44330075.6
2024-09-21,POL/USDT,0.4014,0.4117,0.396,0.4115,24164019.0
2024-09-22,POL/USDT,0.4115,0.4115,0.3926,0.401,32422905.4
2024-09-23,POL/USDT,0.401,0.4081,0.3941,0.4059,57233691.2
2024-09-24,POL/USDT,0.4059,0.4098,0.399,0.4092,64904002.3
2024-09-25,POL/USDT,0.4092,0.419,0.404,0.4095,51785161.0
2024-09-26,POL/USDT,0.4095,0.4323,0.4028,0.4257,65484907.0
2024-09-27,POL/USDT,0.4256,0.4383,0.4235,0.4336,68275519.1
2024-09-28,POL/USDT,0.4335,0.4375,0.4174,0.424,37578633.1
2024-09-29,POL/USDT,0.424,0.426,0.4135,0.4212,29921318.4
2024-09-30,POL/USDT,0.4213,0.4222,0.3933,0.3961,47318345.9
2024-10-01,POL/USDT,0.3962,0.4057,0.366,0.3759,76986610.9
2024-10-02,POL/USDT,0.3759,0.3873,0.3677,0.3734,57690463.9
2024-10-03,POL/USDT,0.3733,0.3791,0.365,0.3757,56375329.7
2024-10-04,POL/USDT,0.3758,0.3863,0.3749,0.3838,33844267.4
2024-10-05,POL/USDT,0.3839,0.3859,0.3759,0.3794,18287606.3
2024-10-06,POL/USDT,0.3794,0.3853,0.3772,0.3829,16842849.5
2024-10-07,POL/USDT,0.3828,0.39,0.3729,0.3742,42234723.6
2024-10-08,POL/USDT,0.3743,0.3798,0.3704,0.3765,32375604.7
2024-10-09,POL/USDT,0.3766,0.381,0.3611,0.3669,33397789.7
2024-10-10,POL/USDT,0.367,0.3701,0.3603,0.3686,23716393.9
2024-10-11,POL/USDT,0.3687,0.375,0.367,0.3735,25722729.9
2024-10-12,POL/USDT,0.3736,0.376,0.3707,0.3717,25370461.0
2024-10-13,POL/USDT,0.3718,0.3723,0.3609,0.3663,28000863.2
2024-10-14,POL/USDT,0.3664,0.3778,0.3632,0.3762,54927826.2
2024-10-15,POL/USDT,0.3762,0.3787,0.3612,0.3708,67512976.4
2024-10-16,POL/USDT,0.3707,0.3743,0.3668,0.3715,34210218.5
2024-10-17,POL/USDT,0.3715,0.3738,0.3612,0.3658,29143794.7
2024-10-18,POL/USDT,0.3658,0.3705,0.3643,0.3699,26560492.9
2024-10-19,POL/USDT,0.3698,0.377,0.3696,0.3718,24739765.7
2024-10-20,POL/USDT,0.3718,0.3859,0.3677,0.3853,51396687.8
2024-10-21,POL/USDT,0.3853,0.3882,0.3685,0.371,38582550.4
2024-10-22,POL/USDT,0.3709,0.3745,0.3635,0.3668,41406032.2
2024-10-23,POL/USDT,0.3668,0.3671,0.3461,0.3552,51100498.6
2024-10-24,POL/USDT,0.3552,0.3596,0.3519,0.3562,31543548.7
2024-10-25,POL/USDT,0.3562,0.3567,0.3059,0.322,92061770.4
2024-10-26,POL/USDT,0.3221,0.3302,0.3186,0.329,55358418.7
2024-10-27,POL/USDT,0.3289,0.332,0.3255,0.3307,22614330.9
2024-10-28,POL/USDT,0.3308,0.3312,0.3126,0.3257,56429548.4
2024-10-29,POL/USDT,0.3256,0.3388,0.3239,0.335,83661644.5
2024-10-30,POL/USDT,0.335,0.3379,0.328,0.3323,46246505.5
2024-10-31,POL/USDT,0.3322,0.3338,0.3151,0.3206,41058705.8
2024-11-01,POL/USDT,0.3206,0.3253,0.3123,0.3181,37555807.3
2024-11-02,POL/USDT,0.3181,0.3207,0.3104,0.313,21812150.0
2024-11-03,POL/USDT,0.313,0.3142,0.2937,0.3006,43863367.9
2024-11-04,POL/USDT,0.3007,0.3045,0.2855,0.2918,66355995.2
2024-11-05,POL/USDT,0.2918,0.3084,0.2918,0.3034,38666001.4
2024-11-06,POL/USDT,0.3033,0.3368,0.3033,0.3338,98645599.3
2024-11-07,POL/USDT,0.3339,0.3509,0.3313,0.3459,72243613.2
2024-11-08,POL/USDT,0.3458,0.4067,0.338,0.3927,185505445.6
2024-11-09,POL/USDT,0.3928,0.3969,0.3722,0.3855,84516037.0
2024-11-10,POL/USDT,0.3855,0.4257,0.3811,0.4069,207968833.1
2024-11-11,POL/USDT,0.4069,0.4295,0.397,0.4284,146025709.0
2024-11-12,POL/USDT,0.4284,0.4472,0.3808,0.4002,229250489.7
2024-11-13,POL/USDT,0.4003,0.4038,0.3597,0.3761,247035686.0
2024-11-14,POL/USDT,0.3762,0.3939,0.3533,0.3583,165407013.6
2024-11-15,POL/USDT,0.3583,0.3754,0.3492,0.3717,139406642.8
2024-11-16,POL/USDT,0.3716,0.4394,0.3686,0.4247,237971914.6
2024-11-17,POL/USDT,0.4248,0.4425,0.391,0.4004,161506723.8
2024-11-18,POL/USDT,0.4004,0.4731,0.3955,0.4572,180801094.8
2024-11-19,POL/USDT,0.4573,0.459,0.4243,0.4328,103811535.6
2024-11-20,POL/USDT,0.4328,0.4646,0.4208,0.4314,161121500.2
2024-11-21,POL/USDT,0.4315,0.46,0.4173,0.4532,132923037.3
2024-11-22,POL/USDT,0.4533,0.4949,0.4454,0.4949,173762390.7
2024-11-23,POL/USDT,0.4949,0.6127,0.489,0.5708,329070223.2
2024-11-24,POL/USDT,0.5709,0.6047,0.5212,0.5754,191217655.6
2024-11-25,POL/USDT,0.5754,0.622,0.535,0.5473,193582228.7
