time,symbol,open,high,low,close,volume
2021-08-11,FARM/USDT,196.2,958.4,196.2,290.8,353101.046
2021-08-12,FARM/USDT,290.7,325.0,270.7,291.0,81145.847
2021-08-13,FARM/USDT,291.2,304.9,284.2,298.0,22650.848
2021-08-14,FARM/USDT,297.9,307.8,265.9,273.4,24100.285
2021-08-15,FARM/USDT,273.4,275.0,250.8,267.8,20562.815
2021-08-16,FARM/USDT,267.8,274.4,252.7,253.9,17294.301
2021-08-17,FARM/USDT,253.9,300.9,240.7,263.3,49047.896
2021-08-18,FARM/USDT,263.3,290.0,255.0,257.9,35951.583
2021-08-19,FARM/USDT,258.0,274.0,250.2,264.8,23239.18
2021-08-20,FARM/USDT,264.8,270.8,253.6,259.9,21003.614
2021-08-21,FARM/USDT,259.6,266.0,246.8,253.8,20777.127
2021-08-22,FARM/USDT,253.4,255.0,235.1,244.4,36513.126
2021-08-23,FARM/USDT,244.5,244.8,235.0,242.3,17960.807
2021-08-24,FARM/USDT,242.1,244.7,215.0,224.6,17706.604
2021-08-25,FARM/USDT,224.6,245.0,220.1,230.9,17755.773
2021-08-26,FARM/USDT,230.9,234.9,216.0,216.0,13586.721
2021-08-27,FARM/USDT,216.0,242.5,210.0,239.3,25154.765
2021-08-28,FARM/USDT,239.3,386.0,231.3,303.1,385549.867
2021-08-29,FARM/USDT,302.9,326.0,268.0,274.9,147308.402
2021-08-30,FARM/USDT,274.5,285.0,250.2,252.2,77606.468
2021-08-31,FARM/USDT,252.8,280.0,243.0,246.2,74696.907
2021-09-01,FARM/USDT,246.1,262.5,238.2,258.6,41412.539
2021-09-02,FARM/USDT,258.6,274.5,250.9,254.3,42168.483
2021-09-03,FARM/USDT,254.3,255.2,237.7,246.9,37725.225
2021-09-04,FARM/USDT,247.4,252.9,241.5,242.5,20341.097
2021-09-05,FARM/USDT,243.0,274.0,242.4,261.5,50250.099
2021-09-06,FARM/USDT,261.5,270.0,248.3,254.4,29390.35
2021-09-07,FARM/USDT,254.4,256.0,164.7,213.4,37988.213
2021-09-08,FARM/USDT,213.7,219.6,186.3,209.8,19785.157
2021-09-09,FARM/USDT,209.7,225.9,201.3,205.7,25290.833
2021-09-10,FARM/USDT,205.0,212.3,185.5,192.4,21939.08
2021-09-11,FARM/USDT,192.6,244.0,191.0,210.6,50359.83
2021-09-12,FARM/USDT,210.8,225.2,203.5,207.5,21631.752
2021-09-13,FARM/USDT,207.7,213.0,188.4,200.0,32313.518
2021-09-14,FARM/USDT,199.4,217.9,194.4,204.1,47578.218
2021-09-15,FARM/USDT,204.1,219.5,203.1,211.7,27352.045
2021-09-16,FARM/USDT,211.5,235.0,206.0,207.7,43787.573
2021-09-17,FARM/USDT,207.7,218.0,202.0,205.5,33512.613
2021-09-18,FARM/USDT,205.5,215.0,203.2,206.9,23315.517
2021-09-19,FARM/USDT,207.0,211.0,192.0,194.8,19584.391
2021-09-20,FARM/USDT,194.3,199.8,165.5,179.0,49226.278
2021-09-21,FARM/USDT,178.5,195.8,153.0,163.4,36626.479
2021-09-22,FARM/USDT,163.4,183.2,158.9,179.3,24981.177
2021-09-23,FARM/USDT,179.3,188.3,174.7,180.8,22984.729
2021-09-24,FARM/USDT,181.3,189.0,154.0,169.6,34879.931
2021-09-25,FARM/USDT,169.6,177.4,164.4,167.3,21002.325
2021-09-26,FARM/USDT,167.0,182.3,155.1,164.8,22867.313
2021-09-27,FARM/USDT,164.5,173.5,160.1,160.1,13310.516
2021-09-28,FARM/USDT,160.1,162.8,155.0,158.3,11463.986
2021-09-29,FARM/USDT,157.9,165.2,155.2,156.7,8950.278
2021-09-30,FARM/USDT,156.6,166.7,156.0,162.6,11885.864
2021-10-01,FARM/USDT,162.7,193.0,162.2,181.5,34081.846
2021-10-02,FARM/USDT,181.2,191.0,174.1,179.0,27380.423
2021-10-03,FARM/USDT,178.6,180.6,170.3,179.3,12163.13
2021-10-04,FARM/USDT,179.3,179.3,167.1,169.7,11966.946
2021-10-05,FARM/USDT,169.4,179.4,166.2,172.4,11579.282
2021-10-06,FARM/USDT,172.4,228.1,161.4,186.6,92917.906
2021-10-07,FARM/USDT,186.3,186.8,169.9,175.8,31059.456
2021-10-08,FARM/USDT,176.1,181.2,170.0,171.9,12968.889
2021-10-09,FARM/USDT,171.9,182.5,168.0,175.1,18780.271
2021-10-10,FARM/USDT,174.9,179.4,167.2,170.4,9533.674
2021-10-11,FARM/USDT,170.4,180.0,164.4,166.9,12288.729
2021-10-12,FARM/USDT,167.0,182.5,160.6,166.1,28387.743
2021-10-13,FARM/USDT,166.4,169.2,161.0,166.7,14365.461
2021-10-14,FARM/USDT,167.0,178.1,166.0,171.9,17055.724
2021-10-15,FARM/USDT,171.5,240.0,166.6,183.4,144736.911
2021-10-16,FARM/USDT,183.4,187.7,173.9,181.5,21731.058
2021-10-17,FARM/USDT,181.6,186.9,170.8,174.9,15458.142
2021-10-18,FARM/USDT,174.7,193.5,174.7,182.4,34294.912
2021-10-19,FARM/USDT,182.4,184.8,172.5,177.5,11921.775
2021-10-20,FARM/USDT,177.5,184.1,172.1,178.8,14421.295
2021-10-21,FARM/USDT,178.8,186.0,173.5,175.0,27414.101
2021-10-22,FARM/USDT,175.0,178.6,168.1,170.5,19573.07
2021-10-23,FARM/USDT,170.7,172.7,167.0,170.5,8838.388
2021-10-24,FARM/USDT,170.5,171.6,163.0,165.9,8150.765
2021-10-25,FARM/USDT,165.9,170.9,164.5,168.9,16220.902
2021-10-26,FARM/USDT,169.0,173.3,165.4,166.6,17843.542
2021-10-27,FARM/USDT,166.6,168.8,149.2,149.6,16047.918
2021-10-28,FARM/USDT,149.6,162.8,145.0,158.5,18852.919
