Date,Symbol,Open,High,Low,Close,Volume
2023-11-07,ORDIUSDT,10.516000,14.358000,9.910000,13.560000,61002477.1
2023-11-08,ORDIUSDT,13.560000,14.710000,11.700000,12.577000,66141194.8
2023-11-09,ORDIUSDT,12.581000,19.992000,12.028000,19.300000,77733419.6
2023-11-10,ORDIUSDT,19.296000,22.241000,17.273000,19.825000,46586330.2
2023-11-11,ORDIUSDT,19.830000,22.767000,16.385000,18.878000,32472209.4
2023-11-12,ORDIUSDT,18.878000,23.886000,17.544000,21.779000,35553234
2023-11-13,ORDIUSDT,21.781000,24.400000,19.700000,19.795000,23541629.5
2023-11-14,ORDIUSDT,19.796000,22.775000,18,21.993000,24807832.9
2023-11-15,ORDIUSDT,21.994000,24.999000,21.093000,24.708000,22267348.4
2023-11-16,ORDIUSDT,24.711000,27.779000,23.255000,24.167000,30655446.6
2023-11-17,ORDIUSDT,24.166000,25.997000,22.260000,25.662000,21790598.2
2023-11-18,ORDIUSDT,25.655000,26.529000,23.010000,24.073000,20306767.8
2023-11-19,ORDIUSDT,24.072000,24.262000,21.335000,23.320000,17841817
2023-11-20,ORDIUSDT,23.317000,23.974000,21.474000,21.526000,15337220.5
2023-11-21,ORDIUSDT,21.526000,22.227000,18.401000,19.096000,24152052.2
2023-11-22,ORDIUSDT,19.095000,22.648000,19.013000,22.370000,15492906.2
2023-11-23,ORDIUSDT,22.366000,23.828000,21.421000,21.962000,12286784.6
2023-11-24,ORDIUSDT,21.963000,22.509000,20.361000,20.963000,12618101.4
2023-11-25,ORDIUSDT,20.961000,22.250000,20.547000,22.197000,7616755.8
2023-11-26,ORDIUSDT,22.196000,22.388000,19.301000,20.179000,10242410.2
2023-11-27,ORDIUSDT,20.178000,20.448000,18.479000,19.558000,16117181
2023-11-28,ORDIUSDT,19.556000,20.779000,19.188000,20.342000,11870587.6
2023-11-29,ORDIUSDT,20.342000,21.606000,19.164000,19.541000,10787643.2
2023-11-30,ORDIUSDT,19.540000,20.883000,19.172000,20.566000,7468598
2023-12-01,ORDIUSDT,20.565000,22.011000,20.213000,21.870000,10877618.4
2023-12-02,ORDIUSDT,21.869000,33.387000,21.829000,32.006000,49939399.2
2023-12-03,ORDIUSDT,32.003000,38.500000,31.031000,37.798000,41329787.1
2023-12-04,ORDIUSDT,37.798000,54.880000,36.703000,52.301000,56475393
2023-12-05,ORDIUSDT,52.296000,66.122000,46.664000,61.329000,41869178
2023-12-06,ORDIUSDT,61.329000,70,40.670000,54.027000,89130275.6
2023-12-07,ORDIUSDT,54.036000,59,47.510000,50.725000,55893542.4
2023-12-08,ORDIUSDT,50.724000,54.336000,46.210000,51.186000,28619730.9
2023-12-09,ORDIUSDT,51.184000,56.700000,50.500000,50.885000,20226570.9
2023-12-10,ORDIUSDT,50.890000,53.645000,48.660000,51.636000,14154098.7
2023-12-11,ORDIUSDT,51.638000,53.200000,41.536000,46.725000,20403835.5
2023-12-12,ORDIUSDT,46.722000,57.985000,46.422000,51.805000,34929405.9
2023-12-13,ORDIUSDT,51.804000,52.500000,45.575000,50.836000,22357799.9
2023-12-14,ORDIUSDT,50.839000,68,50.620000,64.488000,47346742.9
2023-12-15,ORDIUSDT,64.489000,67.672000,50.668000,51.304000,31570249
2023-12-16,ORDIUSDT,51.284000,55.181000,49.140000,52.221000,17788776.9
2023-12-17,ORDIUSDT,52.222000,53.460000,47.600000,49.156000,13974064
2023-12-18,ORDIUSDT,49.156000,52.619000,45.125000,51.133000,19475083.3
2023-12-19,ORDIUSDT,51.135000,54.852000,48.314000,49.431000,16983136.5
2023-12-20,ORDIUSDT,49.433000,55.236000,49.113000,53.802000,16860326.3
2023-12-21,ORDIUSDT,53.802000,59.470000,50.614000,52.894000,17533644.3
2023-12-22,ORDIUSDT,52.894000,54.863000,50.163000,52.086000,9181111.2
2023-12-23,ORDIUSDT,52.086000,54.040000,48.302000,51.386000,8496148.2
2023-12-24,ORDIUSDT,51.385000,58.161000,50.101000,52.274000,15032083.9
2023-12-25,ORDIUSDT,52.273000,78.244000,51.600000,75.364000,42830596.0
2023-12-26,ORDIUSDT,75.363000,83.500000,61.330000,68.180000,41750587.6
2023-12-27,ORDIUSDT,68.177000,75.319000,65.550000,71.254000,22895039.3
2023-12-28,ORDIUSDT,71.250000,76.826000,66.479000,70.659000,19354849.6
2023-12-29,ORDIUSDT,70.660000,83.260000,68.801000,76.411000,29178158.8
2023-12-30,ORDIUSDT,76.413000,84.192000,73.887000,78.981000,23975266.8
2023-12-31,ORDIUSDT,78.980000,84.500000,76.456000,78.493000,15914256.6
2024-01-01,ORDIUSDT,78.493000,81.727000,73.000000,77.903000,11533173.2
2024-01-02,ORDIUSDT,77.910000,92.373000,77.718000,83.241000,25963831.4
2024-01-03,ORDIUSDT,83.242000,87.630000,62.600000,75.662000,31010462.8
2024-01-04,ORDIUSDT,75.656000,78.140000,70.847000,75.392000,13185984.7
2024-01-05,ORDIUSDT,75.391000,77.908000,67.300000,72.418000,13410832.2
2024-01-06,ORDIUSDT,72.417000,72.817000,65.477000,67.238000,10488393.4
2024-01-07,ORDIUSDT,67.245000,72.073000,65.370000,67.334000,9965039.1
2024-01-08,ORDIUSDT,67.332000,76.307000,62.400000,74.357000,22031449.2
2024-01-09,ORDIUSDT,74.357000,76.997000,67.741000,69.361000,14552332.0
2024-01-10,ORDIUSDT,69.365000,76.529000,63.269000,73.681000,15530389.7
2024-01-11,ORDIUSDT,73.680000,78.920000,70.055000,72.874000,14582169.2
2024-01-12,ORDIUSDT,72.874000,75.169000,65.000000,68.567000,12627497.8
2024-01-13,ORDIUSDT,68.568000,77.983000,66.992000,76.085000,11672926.9
2024-01-14,ORDIUSDT,76.085000,79.620000,70.473000,70.894000,9460851.7
2024-01-15,ORDIUSDT,70.888000,76.119000,70.798000,74.239000,9724033.1
2024-01-16,ORDIUSDT,74.238000,78.142000,72.500000,74.474000,9299156.0
2024-01-17,ORDIUSDT,74.474000,75.897000,71.320000,72.268000,6590138.8
2024-01-18,ORDIUSDT,72.267000,73.568000,67.105000,69.960000,9323386.3
2024-01-19,ORDIUSDT,69.961000,71.395000,62.666000,68.110000,11325743.1
2024-01-20,ORDIUSDT,68.108000,69.528000,66.023000,66.958000,4846319.5
2024-01-21,ORDIUSDT,66.959000,68.484000,66.125000,66.446000,3901346.5
2024-01-22,ORDIUSDT,66.447000,67.062000,60.182000,62.728000,13516981.5
2024-01-23,ORDIUSDT,62.730000,64.040000,51.073000,55.091000,22474290.7
2024-01-24,ORDIUSDT,55.091000,56.411000,52.500000,54.893000,12517808.9
2024-01-25,ORDIUSDT,54.895000,54.896000,48.800000,51.230000,13715801.2
2024-01-26,ORDIUSDT,51.231000,57.990000,50.275000,57.617000,14518790.9
2024-01-27,ORDIUSDT,57.617000,59.800000,56.134000,56.838000,9724125.3
2024-01-28,ORDIUSDT,56.837000,58.937000,53.336000,54.014000,9803773.8
