Date,Symbol,Open,High,Low,Close,Volume
2025-06-26,SAHARAUSDT,0.0905100,0.1482000,0.0832100,0.0935100,18790733790
2025-06-27,SAHARAUSDT,0.0935000,0.0941800,0.0775000,0.0841600,10405659332
2025-06-28,SAHARAUSDT,0.0841500,0.0917900,0.0811800,0.0881100,5634374160
2025-06-29,SAHARAUSDT,0.0881200,0.1088800,0.0878500,0.1001500,11382300443
2025-06-30,SAHARAUSDT,0.1001300,0.1046800,0.0820200,0.0845900,5411682662
2025-07-01,SAHARAUSDT,0.0845900,0.0878200,0.0813100,0.0845000,2808580994
2025-07-02,SAHARAUSDT,0.0845000,0.0846100,0.0739600,0.0815100,3298782320
2025-07-03,SAHARAUSDT,0.0814900,0.0856000,0.0770400,0.0821900,2694082071
2025-07-04,SAHARAUSDT,0.0822000,0.0862300,0.0787300,0.0810200,2351209302
2025-07-05,SAHARAUSDT,0.0810200,0.0837500,0.0786800,0.0801100,1314480679
2025-07-06,SAHARAUSDT,0.0801300,0.0847800,0.0775300,0.0792500,1731867653
2025-07-07,SAHARAUSDT,0.0792600,0.0796600,0.0740000,0.0770800,1595522613
2025-07-08,SAHARAUSDT,0.0770800,0.0778700,0.0732000,0.0766600,1423719066
2025-07-09,SAHARAUSDT,0.0766700,0.0794400,0.0753000,0.0784100,1217526220
2025-07-10,SAHARAUSDT,0.0784200,0.0797600,0.0748100,0.0790500,1304522382
2025-07-11,SAHARAUSDT,0.0790500,0.0824700,0.0739200,0.0776800,1695419365
2025-07-12,SAHARAUSDT,0.0776700,0.0776700,0.0700000,0.0728600,1131363529
2025-07-13,SAHARAUSDT,0.0728600,0.0747500,0.0704600,0.0734000,714173579
2025-07-14,SAHARAUSDT,0.0734200,0.0771800,0.0704700,0.0722700,917259669
2025-07-15,SAHARAUSDT,0.0722800,0.0741400,0.0711200,0.0737600,826678558
2025-07-16,SAHARAUSDT,0.0737700,0.0783300,0.0718100,0.0751500,680297688
2025-07-17,SAHARAUSDT,0.0751500,0.0831700,0.0731100,0.0804800,1762014371
2025-07-18,SAHARAUSDT,0.0804700,0.0948100,0.0771700,0.0787200,2101558893
2025-07-19,SAHARAUSDT,0.0787200,0.0808700,0.0756200,0.0772100,527862340
2025-07-20,SAHARAUSDT,0.0772100,0.0882600,0.0766500,0.0843400,973883200
2025-07-21,SAHARAUSDT,0.0843300,0.0888200,0.0819200,0.0880500,702057478
2025-07-22,SAHARAUSDT,0.0880600,0.0880700,0.0817300,0.0870900,565462492
2025-07-23,SAHARAUSDT,0.0870700,0.1629600,0.0866300,0.1470000,12668606137
2025-07-24,SAHARAUSDT,0.1470600,0.1669700,0.0982500,0.1037900,9200753528
2025-07-25,SAHARAUSDT,0.1037700,0.1050800,0.0867400,0.0942400,2497951405
2025-07-26,SAHARAUSDT,0.0942100,0.1017900,0.0919600,0.0960500,2045073030
2025-07-27,SAHARAUSDT,0.0960300,0.0960300,0.0904400,0.0930700,706751939
2025-07-28,SAHARAUSDT,0.0930700,0.0930800,0.0857800,0.0864200,709311193
2025-07-29,SAHARAUSDT,0.0864100,0.0905900,0.0808600,0.0832000,1031529934
2025-07-30,SAHARAUSDT,0.0831900,0.0854100,0.0774000,0.0816500,1074426599
2025-07-31,SAHARAUSDT,0.0816300,0.0852300,0.0788900,0.0809300,871940540
2025-08-01,SAHARAUSDT,0.0809200,0.0865300,0.0750200,0.0826000,1548787992
2025-08-02,SAHARAUSDT,0.0826100,0.0912400,0.0811300,0.0886400,2022566112
2025-08-03,SAHARAUSDT,0.0886300,0.0912500,0.0868000,0.0896700,1081966237
2025-08-04,SAHARAUSDT,0.0896600,0.0969800,0.0876300,0.0949800,1096956897
2025-08-05,SAHARAUSDT,0.0949800,0.0972600,0.0866700,0.0889500,983411964
2025-08-06,SAHARAUSDT,0.0889400,0.0891000,0.0839100,0.0862700,523719721
2025-08-07,SAHARAUSDT,0.0862700,0.0912600,0.0850200,0.0891600,503031960
2025-08-08,SAHARAUSDT,0.0891600,0.0894600,0.0863000,0.0884000,449847555
2025-08-09,SAHARAUSDT,0.0884000,0.0913300,0.0873400,0.0895900,381334376
2025-08-10,SAHARAUSDT,0.0895900,0.1016800,0.0892300,0.0973000,1235029855
2025-08-11,SAHARAUSDT,0.0973000,0.1020500,0.0908300,0.0930900,962323178
2025-08-12,SAHARAUSDT,0.0930900,0.0977900,0.0910200,0.0966200,519510215
2025-08-13,SAHARAUSDT,0.0966100,0.0975200,0.0937500,0.0969900,348870230
2025-08-14,SAHARAUSDT,0.0970000,0.0979400,0.0777400,0.0875200,561302842
2025-08-15,SAHARAUSDT,0.0875200,0.0960900,0.0867100,0.0942900,643547115
2025-08-16,SAHARAUSDT,0.0942900,0.0949100,0.0905900,0.0921700,242681854
2025-08-17,SAHARAUSDT,0.0921600,0.0977800,0.0917400,0.0931200,267686488
2025-08-18,SAHARAUSDT,0.0931200,0.0934700,0.0876700,0.0897800,394376727
2025-08-19,SAHARAUSDT,0.0897700,0.0913400,0.0839800,0.0852700,398946986
2025-08-20,SAHARAUSDT,0.0852800,0.0906400,0.0852100,0.0902800,309006900
2025-08-21,SAHARAUSDT,0.0902800,0.0904100,0.0856000,0.0859400,204491424
2025-08-22,SAHARAUSDT,0.0859400,0.0946500,0.0826000,0.0943500,460863247
2025-08-23,SAHARAUSDT,0.0943500,0.0946000,0.0902200,0.0913800,213423652
2025-08-24,SAHARAUSDT,0.0913700,0.0915700,0.0857600,0.0867800,342412980
2025-08-25,SAHARAUSDT,0.0867800,0.0895100,0.0839600,0.0858100,682883238
2025-08-26,SAHARAUSDT,0.0858100,0.0902000,0.0833000,0.0897600,450370705
