Date,Symbol,Open,High,Low,Close,Volume
2025-03-24,NILUSDT,0.772000,0.986200,0.663500,0.727800,1069295522.7
2025-03-25,NILUSDT,0.727800,0.851600,0.600000,0.628800,1150613453.9
2025-03-26,NILUSDT,0.628500,0.664700,0.542400,0.560500,481430432.8
2025-03-27,NILUSDT,0.560500,0.685000,0.556100,0.623900,484339522.8
2025-03-28,NILUSDT,0.623900,0.635500,0.520000,0.530000,235273694.9
2025-03-29,NILUSDT,0.530000,0.538500,0.471200,0.509800,195025510.4
2025-03-30,NILUSDT,0.509800,0.554100,0.500000,0.541300,204339852.8
2025-03-31,NILUSDT,0.541200,0.547700,0.477000,0.502800,170932182.1
2025-04-01,NILUSDT,0.502900,0.564400,0.485200,0.503300,204711560.4
2025-04-02,NILUSDT,0.503400,0.507200,0.420000,0.428000,238060846.7
2025-04-03,NILUSDT,0.428100,0.462600,0.412900,0.419600,130337573.6
2025-04-04,NILUSDT,0.419600,0.441900,0.403900,0.427100,148882160.6
2025-04-05,NILUSDT,0.427000,0.465700,0.407100,0.421700,106738035.8
2025-04-06,NILUSDT,0.421700,0.452500,0.384100,0.441900,182220197.4
2025-04-07,NILUSDT,0.442000,0.513600,0.417400,0.432800,410281483.6
2025-04-08,NILUSDT,0.432900,0.467100,0.346300,0.355600,240851155.1
2025-04-09,NILUSDT,0.355600,0.420800,0.345600,0.416300,214403073.1
2025-04-10,NILUSDT,0.416300,0.417700,0.371400,0.385300,118833654.1
2025-04-11,NILUSDT,0.385300,0.436900,0.374400,0.427200,121860656.2
2025-04-12,NILUSDT,0.427300,0.496200,0.394400,0.448500,181770584.1
2025-04-13,NILUSDT,0.448500,0.461100,0.377500,0.394100,113461342.1
2025-04-14,NILUSDT,0.394200,0.412300,0.378400,0.383500,81724322.8
2025-04-15,NILUSDT,0.383600,0.387600,0.359500,0.363000,58135353.3
2025-04-16,NILUSDT,0.363000,0.366100,0.327500,0.337700,69204135.6
2025-04-17,NILUSDT,0.337900,0.352700,0.325000,0.348500,44149403.9
2025-04-18,NILUSDT,0.348500,0.359800,0.343200,0.353000,33377670.3
2025-04-19,NILUSDT,0.353000,0.380900,0.347600,0.380500,34187926.4
2025-04-20,NILUSDT,0.380500,0.385600,0.356100,0.378000,37752479.8
2025-04-21,NILUSDT,0.378000,0.389400,0.367600,0.374700,39381334.0
2025-04-22,NILUSDT,0.374600,0.408500,0.347700,0.406300,64935159.7
2025-04-23,NILUSDT,0.406300,0.433400,0.363400,0.387100,101914323.5
2025-04-24,NILUSDT,0.387000,0.395100,0.356800,0.387100,44348288.1
2025-04-25,NILUSDT,0.387300,0.421800,0.378500,0.408100,47280471.8
2025-04-26,NILUSDT,0.408100,0.442200,0.407800,0.422600,59582961.7
2025-04-27,NILUSDT,0.422500,0.430900,0.383400,0.395800,66337837.2
2025-04-28,NILUSDT,0.395900,0.435000,0.374400,0.400800,68794936.0
2025-04-29,NILUSDT,0.400900,0.416900,0.376400,0.384800,57441817.9
2025-04-30,NILUSDT,0.384700,0.429600,0.374700,0.396500,64184818.3
2025-05-01,NILUSDT,0.396500,0.421600,0.388100,0.398300,55286535.6
2025-05-02,NILUSDT,0.398200,0.408700,0.381600,0.385300,29422182.0
2025-05-03,NILUSDT,0.385300,0.390600,0.350300,0.356300,72756089.6
2025-05-04,NILUSDT,0.356200,0.377300,0.351900,0.375000,32912172.2
2025-05-05,NILUSDT,0.374900,0.384300,0.362200,0.374200,37082140.9
2025-05-06,NILUSDT,0.374200,0.382100,0.349100,0.366300,36857759.9
2025-05-07,NILUSDT,0.366400,0.382300,0.359500,0.376400,27558462.6
2025-05-08,NILUSDT,0.376500,0.471300,0.374200,0.460600,78973458.8
2025-05-09,NILUSDT,0.460500,0.505000,0.452300,0.476500,83646055.6
2025-05-10,NILUSDT,0.476400,0.488100,0.432700,0.462900,52375038.0
2025-05-11,NILUSDT,0.462900,0.550800,0.449300,0.536300,109519320.2
2025-05-12,NILUSDT,0.536300,0.612800,0.485600,0.513500,150802298.9
2025-05-13,NILUSDT,0.513500,0.561600,0.470000,0.554200,90255327.0
2025-05-14,NILUSDT,0.554000,0.566600,0.456900,0.468800,61282649.8
2025-05-15,NILUSDT,0.468900,0.476700,0.425300,0.442700,65323047.7
2025-05-16,NILUSDT,0.442600,0.466600,0.435200,0.447500,42767522.5
2025-05-17,NILUSDT,0.447600,0.453900,0.407200,0.446200,47298935.5
2025-05-18,NILUSDT,0.446100,0.479500,0.429400,0.466100,41991696.6
2025-05-19,NILUSDT,0.466200,0.469600,0.416400,0.453600,32194039.2
2025-05-20,NILUSDT,0.453700,0.489400,0.435300,0.470500,40984924.4
2025-05-21,NILUSDT,0.470400,0.494000,0.448800,0.472800,36475152.4
2025-05-22,NILUSDT,0.472900,0.573700,0.470600,0.512800,81714595.2
2025-05-23,NILUSDT,0.513100,0.524500,0.453800,0.457900,42846078.8
2025-05-24,NILUSDT,0.458000,0.482500,0.453900,0.465200,16770477.3
2025-05-25,NILUSDT,0.465300,0.468200,0.434400,0.457500,13519453.2
2025-05-26,NILUSDT,0.457500,0.483100,0.425600,0.429100,22894643.3
2025-05-27,NILUSDT,0.429300,0.451500,0.369200,0.450100,101774993.9
2025-05-28,NILUSDT,0.450000,0.536900,0.436000,0.525900,316899955.5
2025-05-29,NILUSDT,0.526000,0.532600,0.483700,0.484900,131496189.4
2025-05-30,NILUSDT,0.484800,0.512500,0.442000,0.443100,76346548.2
2025-05-31,NILUSDT,0.443200,0.446700,0.411600,0.439000,43929447.8
2025-06-01,NILUSDT,0.439100,0.491600,0.425900,0.463300,41873347.5
2025-06-02,NILUSDT,0.463400,0.463500,0.422400,0.448700,32470090.3
2025-06-03,NILUSDT,0.448800,0.467000,0.434100,0.444800,20699242.3
2025-06-04,NILUSDT,0.444700,0.455300,0.422600,0.424300,21851816.0
2025-06-05,NILUSDT,0.424100,0.426500,0.389500,0.400100,23123067.8
2025-06-06,NILUSDT,0.400200,0.410500,0.377600,0.390100,21187637.4
2025-06-07,NILUSDT,0.390200,0.403200,0.378200,0.389400,28853210.5
2025-06-08,NILUSDT,0.389600,0.400500,0.376600,0.386200,23968344.2
2025-06-09,NILUSDT,0.386300,0.409200,0.379100,0.407100,19542611.1
2025-06-10,NILUSDT,0.407100,0.417400,0.385700,0.397600,35649305.9
2025-06-11,NILUSDT,0.397700,0.398800,0.347700,0.364600,38269014.3
2025-06-12,NILUSDT,0.364500,0.376200,0.332800,0.334000,37620109.2
2025-06-13,NILUSDT,0.333900,0.340200,0.317000,0.338300,43165555.2
2025-06-14,NILUSDT,0.338200,0.343200,0.324000,0.332400,14724683.1
2025-06-15,NILUSDT,0.332300,0.338800,0.322900,0.336400,12735451.0
2025-06-16,NILUSDT,0.336300,0.374100,0.333500,0.347800,35688060.5
2025-06-17,NILUSDT,0.347800,0.359400,0.325400,0.332200,19198554.3
2025-06-18,NILUSDT,0.332200,0.335300,0.305000,0.326300,21415919.4
2025-06-19,NILUSDT,0.326300,0.330400,0.306600,0.309600,11425607.6
2025-06-20,NILUSDT,0.309700,0.315700,0.285400,0.293800,19565150.8
2025-06-21,NILUSDT,0.293900,0.305800,0.248500,0.265400,35380283.4
2025-06-22,NILUSDT,0.265400,0.270900,0.240900,0.253600,47110066.5
2025-06-23,NILUSDT,0.253600,0.281700,0.244300,0.281200,33363352.3
2025-06-24,NILUSDT,0.281300,0.288900,0.277900,0.282600,18346156.9
2025-06-25,NILUSDT,0.282500,0.285600,0.268500,0.271700,17997054.3
2025-06-26,NILUSDT,0.271600,0.281800,0.261600,0.270900,17424381.8
2025-06-27,NILUSDT,0.271000,0.283100,0.266000,0.273600,17487237.1
2025-06-28,NILUSDT,0.273600,0.276700,0.262300,0.273700,12257945.1
2025-06-29,NILUSDT,0.273700,0.304500,0.272300,0.302900,20685581.3
2025-06-30,NILUSDT,0.302800,0.306000,0.283700,0.290900,18223321.7
2025-07-01,NILUSDT,0.290900,0.290900,0.273200,0.279700,12528955.1
2025-07-02,NILUSDT,0.279700,0.305100,0.275500,0.296000,13223678.6
2025-07-03,NILUSDT,0.296100,0.305700,0.292000,0.299700,12952913.2
2025-07-04,NILUSDT,0.299600,0.302000,0.276500,0.280500,10819218.8
2025-07-05,NILUSDT,0.280500,0.286300,0.272300,0.280600,7462226.8
2025-07-06,NILUSDT,0.280700,0.289300,0.274200,0.283300,7995614.2
2025-07-07,NILUSDT,0.283400,0.292200,0.281900,0.284300,11158659.8
2025-07-08,NILUSDT,0.284300,0.287300,0.278200,0.285000,8032975.0
2025-07-09,NILUSDT,0.285000,0.306700,0.282400,0.305300,11626253.7
2025-07-10,NILUSDT,0.305300,0.324100,0.300900,0.321500,28086433.0
2025-07-11,NILUSDT,0.321600,0.359700,0.317000,0.324100,42656187.3
2025-07-12,NILUSDT,0.324100,0.331500,0.308000,0.319000,20642991.5
2025-07-13,NILUSDT,0.318900,0.330100,0.311400,0.322400,15019241.4
2025-07-14,NILUSDT,0.322200,0.336400,0.307400,0.313200,17547982.4
2025-07-15,NILUSDT,0.313200,0.341800,0.299600,0.329600,26561568.2
2025-07-16,NILUSDT,0.329600,0.340900,0.318000,0.326600,12588257.3
2025-07-17,NILUSDT,0.326600,0.338000,0.308400,0.321200,21298994.4
2025-07-18,NILUSDT,0.321300,0.342500,0.304300,0.318600,20702666.5
2025-07-19,NILUSDT,0.318600,0.325100,0.307000,0.322000,10267989.1
2025-07-20,NILUSDT,0.322000,0.348800,0.318000,0.340000,28178576.2
2025-07-21,NILUSDT,0.340200,0.352000,0.330000,0.346900,47180187.1
2025-07-22,NILUSDT,0.346800,0.356800,0.322800,0.355500,51660424.0
2025-07-23,NILUSDT,0.355400,0.360900,0.325000,0.342600,61418251.6
2025-07-24,NILUSDT,0.342400,0.357700,0.305700,0.343900,61425514.7
2025-07-25,NILUSDT,0.344000,0.366400,0.332200,0.358700,81944921.8
