date,ticker,action,shares,price,value,cost,allocation
2014-09-17,UPRO,BUY,76.53049819226993,457.3340148925781,35000.0,105.00000000000728,35.0
2014-09-17,GLD,BUY,127.61612968490678,117.54000091552734,15000.0,45.00000000000182,15.0
2014-09-17,TLT,BUY,177.06522282427352,84.71454620361328,15000.0,45.00000000000182,15.0
2014-12-31,UPRO,BUY,22.618663211407664,320.1929931640625,7242.3374750304865,21.727012425092653,35.0
2014-12-31,GLD,SELL,7.825675199395363,113.58000183105469,888.8402034765645,2.666520610429643,15.0
2014-12-31,TLT,SELL,34.52391586794974,95.45162963867188,3295.3640311042054,9.886092093312072,15.0
2014-12-31,VOO,BUY,3012.6890190269532,10.537717819213867,31746.86675955027,95.24060027865562,35.0
2015-03-31,GLD,SELL,5.038894175319214,113.66000366210938,572.7207304197635,1.718162191259239,15.0
2015-03-31,TLT,SELL,11.408220210093873,99.46126556396484,1134.6760199283376,3.4040280597848778,15.0
2015-03-31,VOO,SELL,145.82468111012304,10.615388870239258,1547.985696862589,4.643957090587492,35.0
2015-06-30,UPRO,BUY,14.695071921615039,263.0719909667969,3865.8618278195418,11.59758548345917,35.0
2015-06-30,TLT,BUY,11.55020576190654,89.95716094970703,1039.0237187260602,3.1170711561783264,15.0
2015-06-30,VOO,SELL,32.12490135494272,10.565073013305664,339.4019283602119,1.0182057850806245,35.0
2015-09-30,UPRO,BUY,6.461383759867402,236.05999755859375,1525.2742345794363,4.575822703738595,35.0
2015-09-30,TLT,SELL,14.882257061665385,95.23512268066406,1417.313577032882,4.251940731098557,15.0
2015-09-30,VOO,BUY,580.60544765658,8.31521987915039,4827.861960297006,14.483585880891951,35.0
2015-12-31,UPRO,SELL,31.272540658382056,430.5669860839844,13464.923578468422,40.394770735403654,35.0
2016-03-31,UPRO,BUY,4.636546243963764,416.72900390625,1932.183297812284,5.796549893437032,35.0
2016-03-31,GLD,BUY,27.455349709639435,117.63999938964844,3229.8473230845675,9.689541969254151,15.0
2016-03-31,TLT,BUY,36.32878842873869,101.9267578125,3702.875619797601,11.108626859393098,15.0
2016-03-31,VOO,BUY,451.9614254781027,10.093549728393555,4561.8951233788675,13.685685370137435,35.0
2016-06-30,UPRO,SELL,16.269211120811562,673.3369750976562,10954.661403312406,32.86398420993646,35.0
2016-06-30,GLD,BUY,34.40151822845516,126.47000122070312,4350.7600523467645,13.052280157040514,15.0
2016-06-30,TLT,BUY,40.66597281242218,109.06311798095703,4435.157790651591,13.305473371955486,15.0
2016-09-30,UPRO,BUY,3.820886926222755,609.7349853515625,2329.728433990408,6.989185301971702,35.0
2016-09-30,GLD,SELL,7.678603315915325,125.63999938964844,964.7397159249539,2.89421914777472,15.0
2016-09-30,TLT,SELL,9.29679986305672,108.56497192382812,1009.3068161142019,3.0279204483424564,15.0
2016-09-30,VOO,BUY,344.1627524369683,11.759190559387207,4047.075389349514,12.141226168048888,35.0
2016-12-31,UPRO,SELL,19.237505656926835,963.7429809570312,18540.01104798442,55.62003314395042,35.0
2017-03-31,UPRO,SELL,0.3467116117374047,1071.7900390625,371.60205188745533,1.114806155662336,35.0
2017-03-31,GLD,BUY,69.54970311372676,118.72000122070312,8256.94083856118,24.770822515683903,15.0
2017-03-31,TLT,BUY,97.91459927169933,96.49276733398438,9448.050646124399,28.344151938374125,15.0
2017-03-31,VOO,BUY,97.48281499425866,15.331340789794922,1494.5422578255098,4.483626773476772,35.0
2017-06-30,UPRO,SELL,19.398921436624512,2480.840087890625,48125.621961818884,144.3768658854533,35.0
2017-06-30,GLD,BUY,142.0351170944393,118.0199966430664,16762.98404268327,50.28895212805219,15.0
2017-06-30,TLT,BUY,152.76112273706173,100.65190887451172,15375.698605298838,46.12709581589843,15.0
2017-09-30,UPRO,SELL,13.469048741217001,4338.7099609375,58438.2959378709,175.3148878136053,35.0
2017-12-31,UPRO,SELL,12.522531240777287,14156.400390625,177273.96614855336,531.8218984456325,35.0
2017-12-31,GLD,BUY,416.6423728178457,123.6500015258789,51517.83003467243,154.55349010402279,15.0
2017-12-31,TLT,BUY,505.7110722080027,103.55072784423828,52366.74960602882,157.1002488180893,15.0
2018-03-31,GLD,SELL,312.62394340763876,125.79000091552734,39324.96612746265,117.97489838238107,15.0
2018-03-31,TLT,SELL,341.84424606450364,99.91027069091797,34153.75115843733,102.46125347531051,15.0
2018-06-30,UPRO,BUY,3.506432547364973,6404.0,22455.19403332529,67.36558209997747,35.0
2018-06-30,GLD,SELL,27.613120155087756,118.6500015258789,3276.2967485354397,9.82889024560609,15.0
2018-06-30,TLT,SELL,70.22307351604513,100.42922973632812,7052.449182933956,21.157347548801226,15.0
2018-06-30,VOO,BUY,1314.5968825796263,22.494388580322266,29571.053103226393,88.71315930968194,35.0
2018-09-30,UPRO,BUY,1.4647678877813988,6625.56005859375,9704.907612395167,29.11472283718649,35.0
2018-09-30,GLD,BUY,77.38682050295319,112.76000213623047,8726.138045229085,26.17841413568749,15.0
2018-09-30,TLT,BUY,78.66943201628135,97.41246795654297,7663.3835254454425,22.990150576337328,15.0
2018-09-30,VOO,SELL,511.18960393047473,27.498004913330078,14056.694240523451,42.17008272156818,35.0
2018-12-31,GLD,SELL,139.7388326608035,121.25,16943.333460122423,50.83000038036698,15.0
2018-12-31,TLT,SELL,148.90978111799177,101.88158416748047,15171.164398333773,45.51349319499968,15.0
2018-12-31,VOO,BUY,1548.2882083732202,16.75960922241211,25948.705336003743,77.84611600801509,35.0
2019-03-31,VOO,SELL,1603.8708072858153,23.791963577270508,38159.23582959156,114.47770748876792,35.0
2019-06-30,UPRO,SELL,4.8646570975299,10817.1552734375,52621.75117601072,157.8652535280271,35.0
2019-06-30,GLD,BUY,174.58996032875177,133.1999969482422,23255.38218298346,69.76614654895457,15.0
2019-06-30,TLT,BUY,203.97041069074817,112.55585479736328,22958.063928666405,68.87419178600248,15.0
2019-09-30,GLD,SELL,86.3216660543788,138.8699951171875,11987.489343479074,35.96246803043505,15.0
2019-09-30,TLT,SELL,123.7418458723605,121.95462036132812,15090.889836173703,45.272669508520266,15.0
2019-12-31,GLD,SELL,8.279181265319949,142.89999389648438,1183.0949522821084,3.5492848568462705,15.0
2019-12-31,TLT,BUY,33.46272283378926,116.26565551757812,3890.5654056735375,11.671696217021235,15.0
2019-12-31,VOO,SELL,389.7329677972539,33.904361724853516,13213.647516298783,39.6409425488946,35.0
2020-03-31,UPRO,BUY,3.4469981652610286,6438.64453125,22193.995885986707,66.5819876579626,35.0
2020-03-31,GLD,SELL,105.51395191692546,148.0500030517578,15621.340903303842,46.86402270990948,15.0
2020-03-31,TLT,SELL,198.5513516581807,142.01785278320312,28197.8366296975,84.59350988908773,15.0
2020-06-30,UPRO,SELL,1.8332748735752595,9137.9931640625,16752.453262578267,50.25735978773446,35.0
2020-06-30,GLD,BUY,51.36230608494583,167.3699951171875,8596.508918644873,25.789526755936095,15.0
2020-06-30,TLT,BUY,111.87635237432329,141.69158935546875,15851.938179210338,47.555814537632614,15.0
2020-06-30,VOO,BUY,2957.1907534138118,21.534086227416992,63680.40067493324,191.04120202480408,35.0
2020-09-30,UPRO,SELL,0.020607605661858486,10784.4912109375,222.2425421387787,0.6667276264163036,35.0
2020-09-30,VOO,SELL,493.26517167955353,27.140918731689453,13387.669937727609,40.163009813180906,35.0
2020-12-31,UPRO,SELL,6.473117403108754,29001.720703125,187731.54300349788,563.1946290104825,35.0
2021-03-31,UPRO,SELL,3.6144997193278634,58918.83203125,212962.10184007866,638.8863055202237,35.0
2021-03-31,GLD,BUY,820.1389907582102,159.9600067138672,131189.43846798755,393.5683154039725,15.0
2021-03-31,TLT,BUY,1181.5915748531575,118.24523162841797,139717.56945869877,419.1527083761175,15.0
2021-03-31,VOO,BUY,3419.7285108636897,43.88532638549805,150075.90184904623,450.2277055471495,35.0
2021-06-30,GLD,SELL,34.35062738113288,165.6300048828125,5689.494580864712,17.068483742593344,15.0
2021-06-30,TLT,SELL,99.55761665914338,126.55409240722656,12599.42381852447,37.79827145557283,15.0
2021-06-30,VOO,SELL,2087.8024483533063,55.08253479003906,115001.45099614972,345.0043529884424,35.0
2021-09-30,UPRO,BUY,3.1897774041559135,43790.89453125,139683.20588355602,419.04961765068583,35.0
2021-09-30,GLD,BUY,56.448525548697944,164.22000122070312,9269.976934514068,27.809930803543466,15.0
2021-09-30,TLT,BUY,53.949142146444274,127.00843811035156,6851.996281413227,20.555988844240346,15.0
2021-09-30,VOO,BUY,295.9185432032664,55.23799133300781,16345.945924738326,49.03783777421813,35.0
2021-12-31,UPRO,BUY,2.1528127598957223,46306.4453125,99689.10633416346,299.06731900249724,35.0
2021-12-31,GLD,BUY,269.7993023053391,170.9600067138672,46124.89053351746,138.3746716005553,15.0
2021-12-31,TLT,BUY,366.5140043192514,131.05264282226562,48032.62889740917,144.09788669223053,15.0
2021-12-31,VOO,SELL,513.7538269501583,74.14151000976562,38090.48450338056,114.27145351014042,35.0
2022-03-31,UPRO,BUY,0.7567902944890044,45538.67578125,34463.22785513148,103.38968356540136,35.0
2022-03-31,GLD,SELL,24.48472458250808,180.64999389648438,4423.165346387185,13.269496039160913,15.0
2022-03-31,TLT,BUY,326.7694369425433,117.12325286865234,38272.29939276864,114.8168981783092,15.0
2022-03-31,VOO,BUY,2026.80759036149,61.88056182861328,125419.99241006687,376.2599772302201,35.0
2022-06-30,GLD,SELL,453.2013990464204,168.4600067138672,76346.31072609399,229.03893217827135,15.0
2022-06-30,TLT,SELL,590.2169840590645,102.37359619140625,60422.635191372334,181.26790557411005,15.0
2022-06-30,VOO,BUY,1954.0408215828575,33.911285400390625,66264.03598471006,198.7921079541411,35.0
2022-09-30,GLD,SELL,149.88637317511325,154.6699981689453,23182.92506454462,69.54877519363072,15.0
2022-09-30,TLT,SELL,211.82278343827466,91.84548950195312,19454.967232554543,58.3649016976633,15.0
2022-09-30,VOO,SELL,406.24567756621946,27.628896713256836,11224.119865684117,33.67235959705067,35.0
2022-12-31,GLD,SELL,97.88016523329566,169.63999938964844,16604.391170434963,49.81317351130201,15.0
2022-12-31,TLT,SELL,4.74416053062896,90.11893463134766,427.5386927403709,1.2826160782210536,15.0
